Type,Name,Age(months),Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,PetID,PhotoAmt,Breed1_Name,Color1_Name,Color,Breed,AgeGroup,FeeCategory,image_paths
Cat,Mimie,12,Female,Medium,Long,Yes,Yes,Yes,Healthy,290,8b94ae06d,5,Turkish Angora,Cream,Cream White ,Turkish Angora/Domestic Long Hair,Kitten,Medium,"['input/images/8b94ae06d-1.jpg', 'input/images/8b94ae06d-2.jpg', 'input/images/8b94ae06d-3.jpg', 'input/images/8b94ae06d-4.jpg', 'input/images/8b94ae06d-5.jpg']"
Cat,Tiger Lily,4,Female,Small,Short,Yes,Yes,No,Healthy,640,bd6a6d0dd,4,Domestic Short Hair,Golden,Golden Gray White,Domestic Short Hair,Kitten,High,"['input/images/bd6a6d0dd-1.jpg', 'input/images/bd6a6d0dd-2.jpg', 'input/images/bd6a6d0dd-3.jpg', 'input/images/bd6a6d0dd-4.jpg']"
Dog,Niki,84,Female,Medium,Medium,Yes,Yes,No,Healthy,1140,7ecaa8636,1,Golden Retriever,Black,Black  ,Golden Retriever/Labrador Retriever,Adult,High,['input/images/7ecaa8636-1.jpg']
Cat,Tiramisu,6,Female,Small,Short,Yes,Yes,Yes,Healthy,250,1c2a20543,4,Domestic Short Hair,Cream,Cream White ,Domestic Short Hair,Kitten,Medium,"['input/images/1c2a20543-1.jpg', 'input/images/1c2a20543-2.jpg', 'input/images/1c2a20543-3.jpg', 'input/images/1c2a20543-4.jpg']"
Cat,Gingey,1,Male,Medium,Short,No,No,No,Healthy,590,0d7d16ce1,3,Domestic Short Hair,Golden,Golden Yellow White,Domestic Short Hair,Kitten,Medium,"['input/images/0d7d16ce1-1.jpg', 'input/images/0d7d16ce1-2.jpg', 'input/images/0d7d16ce1-3.jpg']"
Dog,Mushroom,8,Female,Medium,Short,Yes,Yes,Yes,Healthy,290,8a6701090,4,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,"['input/images/8a6701090-1.jpg', 'input/images/8a6701090-2.jpg', 'input/images/8a6701090-3.jpg', 'input/images/8a6701090-4.jpg']"
Cat,Gus,5,Male,Medium,Medium,Yes,Yes,Yes,Healthy,120,250f59089,11,Domestic Medium Hair,Gray,Gray White ,Domestic Medium Hair,Kitten,Low,"['input/images/250f59089-1.jpg', 'input/images/250f59089-10.jpg', 'input/images/250f59089-11.jpg', 'input/images/250f59089-2.jpg', 'input/images/250f59089-3.jpg', 'input/images/250f59089-4.jpg', 'input/images/250f59089-5.jpg', 'input/images/250f59089-6.jpg', 'input/images/250f59089-7.jpg', 'input/images/250f59089-8.jpg', 'input/images/250f59089-9.jpg']"
Cat,Ell Woods,84,Female,Medium,Short,Yes,Yes,Yes,Healthy,2000,a338df612,5,British Shorthair,Gray,Gray  ,British Shorthair,Adult,Premium,"['input/images/a338df612-1.jpg', 'input/images/a338df612-2.jpg', 'input/images/a338df612-3.jpg', 'input/images/a338df612-4.jpg', 'input/images/a338df612-5.jpg']"
Dog,RODY,12,Male,Medium,Short,Yes,Yes,Yes,Healthy,250,4b7262ad7,2,Mixed Breed,Black,Black  ,Mixed Breed,Puppy,Medium,"['input/images/4b7262ad7-1.jpg', 'input/images/4b7262ad7-2.jpg']"
Dog,Julie,48,Female,Large,Long,Not Sure,Not Sure,No,Minor Injury,60,18734d13e,3,Husky,Gray,Gray White ,Husky,Adult,Low,"['input/images/18734d13e-1.jpg', 'input/images/18734d13e-2.jpg', 'input/images/18734d13e-3.jpg']"
Cat,Dottie,12,Male,Large,Long,Yes,Yes,Yes,Healthy,240,0be09ae87,2,Domestic Long Hair,Black,Black Gray White,Domestic Long Hair/Domestic Medium Hair,Kitten,Medium,"['input/images/0be09ae87-1.jpg', 'input/images/0be09ae87-2.jpg']"
Cat,Pretty,4,Female,Medium,Short,Yes,Yes,Not Sure,Healthy,280,7f094e80c,2,Tabby,Yellow,Yellow White ,Tabby,Kitten,Medium,"['input/images/7f094e80c-1.jpg', 'input/images/7f094e80c-2.jpg']"
Dog,Milo,4,Female,Medium,Short,Yes,Yes,No,Healthy,120,882021db6,1,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,['input/images/882021db6-1.jpg']
Cat,Meme,12,Female,Medium,Short,Yes,Yes,No,Healthy,490,ee63ca0b4,2,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,"['input/images/ee63ca0b4-1.jpg', 'input/images/ee63ca0b4-2.jpg']"
Cat,Alicia,2,Female,Medium,Medium,No,No,No,Healthy,140,37c989ac5,4,Persian,Black,Black Yellow White,Persian/Domestic Medium Hair,Kitten,Low,"['input/images/37c989ac5-1.jpg', 'input/images/37c989ac5-2.jpg', 'input/images/37c989ac5-3.jpg', 'input/images/37c989ac5-4.jpg']"
Cat,Batman,4,Male,Small,Short,No,Yes,No,Healthy,220,03c49f5aa,7,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,"['input/images/03c49f5aa-1.jpg', 'input/images/03c49f5aa-2.jpg', 'input/images/03c49f5aa-3.jpg', 'input/images/03c49f5aa-4.jpg', 'input/images/03c49f5aa-5.jpg', 'input/images/03c49f5aa-6.jpg', 'input/images/03c49f5aa-7.jpg']"
Cat,Hayley,5,Female,Medium,Medium,Yes,Yes,Yes,Healthy,200,9c1b4bb55,2,Domestic Medium Hair,Black,Black Gray White,Domestic Medium Hair/Persian,Kitten,Low,"['input/images/9c1b4bb55-1.jpg', 'input/images/9c1b4bb55-2.jpg']"
Cat,Milo,12,Male,Medium,Short,Yes,Yes,Yes,Healthy,260,b1818e562,2,Domestic Short Hair,Brown,Brown Cream ,Domestic Short Hair,Kitten,Medium,"['input/images/b1818e562-1.jpg', 'input/images/b1818e562-2.jpg']"
Cat,Miao,6,Male,Medium,Short,Yes,Yes,Yes,Healthy,110,cf17492c7,6,Oriental Short Hair,Black,Black White ,Oriental Short Hair,Kitten,Low,"['input/images/cf17492c7-1.jpg', 'input/images/cf17492c7-2.jpg', 'input/images/cf17492c7-3.jpg', 'input/images/cf17492c7-4.jpg', 'input/images/cf17492c7-5.jpg', 'input/images/cf17492c7-6.jpg']"
Cat,Lorax,3,Male,Small,Short,No,Yes,No,Healthy,650,80621df6b,5,Domestic Short Hair,Yellow,Yellow White ,Domestic Short Hair,Kitten,High,"['input/images/80621df6b-1.jpg', 'input/images/80621df6b-2.jpg', 'input/images/80621df6b-3.jpg', 'input/images/80621df6b-4.jpg', 'input/images/80621df6b-5.jpg']"
Dog,Molly,17,Female,Medium,Medium,Yes,Yes,Not Sure,Healthy,330,793e89809,1,Australian Shepherd,Black,Black Brown ,Australian Shepherd/Mixed Breed,Adult,Medium,['input/images/793e89809-1.jpg']
Cat,Little Baby,5,Male,Medium,Medium,Yes,Yes,No,Healthy,510,ff22356ef,4,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,"['input/images/ff22356ef-1.jpg', 'input/images/ff22356ef-2.jpg', 'input/images/ff22356ef-3.jpg', 'input/images/ff22356ef-4.jpg']"
Dog,Tora,8,Female,Medium,Long,Yes,Yes,Yes,Healthy,190,161de24f6,7,Mixed Breed,Black,Black Brown ,Mixed Breed/Border Collie,Puppy,Low,"['input/images/161de24f6-1.jpg', 'input/images/161de24f6-2.jpg', 'input/images/161de24f6-3.jpg', 'input/images/161de24f6-4.jpg', 'input/images/161de24f6-5.jpg', 'input/images/161de24f6-6.jpg', 'input/images/161de24f6-7.jpg']"
Dog,AkiHiko,6,Male,Medium,Short,Yes,Yes,No,Healthy,50,f1fb9506a,3,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Low,"['input/images/f1fb9506a-1.jpg', 'input/images/f1fb9506a-2.jpg', 'input/images/f1fb9506a-3.jpg']"
Cat,Unknown,2,Female,Medium,Short,No,No,No,Healthy,610,deac22864,4,Domestic Short Hair,Brown,Brown Cream White,Domestic Short Hair,Kitten,High,"['input/images/deac22864-1.jpg', 'input/images/deac22864-2.jpg', 'input/images/deac22864-3.jpg', 'input/images/deac22864-4.jpg']"
Dog,Golden,108,Male,Large,Medium,Yes,Yes,Not Sure,Healthy,1200,b16852e32,1,Golden Retriever,Golden,Golden  ,Golden Retriever,Senior,High,['input/images/b16852e32-1.jpg']
Dog,Unknown,48,Male,Large,Long,Not Sure,Not Sure,Not Sure,Minor Injury,260,72a2dc93b,1,Husky,Gray,Gray White ,Husky,Adult,Medium,['input/images/72a2dc93b-1.jpg']
Dog,Korgi,60,Female,Medium,Long,Yes,Yes,No,Minor Injury,120,ab4f161ae,4,Cocker Spaniel,Cream,Cream  ,Cocker Spaniel,Adult,Low,"['input/images/ab4f161ae-1.jpg', 'input/images/ab4f161ae-2.jpg', 'input/images/ab4f161ae-3.jpg', 'input/images/ab4f161ae-4.jpg']"
Cat,MOLLY,12,Male,Medium,Medium,No,No,Yes,Healthy,240,aa3409a07,3,Domestic Medium Hair,Brown,Brown  ,Domestic Medium Hair,Kitten,Medium,"['input/images/aa3409a07-1.jpg', 'input/images/aa3409a07-2.jpg', 'input/images/aa3409a07-3.jpg']"
Cat,Poison,1,Female,Small,Short,No,No,No,Healthy,260,75758ad3f,1,American Shorthair,Black,Black Yellow White,American Shorthair,Kitten,Medium,['input/images/75758ad3f-1.jpg']
Cat,Putih,6,Male,Medium,Short,Yes,Yes,Yes,Healthy,1280,cb05f298c,2,Siamese,Brown,Brown White ,Siamese/Domestic Short Hair,Kitten,Premium,"['input/images/cb05f298c-1.jpg', 'input/images/cb05f298c-2.jpg']"
Dog,Coco,7,Female,Medium,Medium,Yes,Yes,Yes,Healthy,280,19470706b,2,Mixed Breed,Black,Black  ,Mixed Breed,Puppy,Medium,"['input/images/19470706b-1.jpg', 'input/images/19470706b-2.jpg']"
Dog,Unknown,1,Male,Small,Medium,No,No,Yes,Healthy,170,f9db446f8,2,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,"['input/images/f9db446f8-1.jpg', 'input/images/f9db446f8-2.jpg']"
Dog,Jackson,2,Male,Medium,Medium,No,No,No,Healthy,250,f205876aa,5,Mixed Breed,Black,Black  ,Mixed Breed,Puppy,Medium,"['input/images/f205876aa-1.jpg', 'input/images/f205876aa-2.jpg', 'input/images/f205876aa-3.jpg', 'input/images/f205876aa-4.jpg', 'input/images/f205876aa-5.jpg']"
Dog,Naomi,84,Female,Medium,Medium,Yes,Yes,Yes,Healthy,180,0b6064845,2,Mixed Breed,Black,Black Brown ,Mixed Breed,Adult,Low,"['input/images/0b6064845-1.jpg', 'input/images/0b6064845-2.jpg']"
Cat,Unknown,4,Male,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,440,47fb86cbd,3,Domestic Short Hair,Black,Black Brown Gray,Domestic Short Hair,Kitten,Medium,"['input/images/47fb86cbd-1.jpg', 'input/images/47fb86cbd-2.jpg', 'input/images/47fb86cbd-3.jpg']"
Dog,Tyson,2,Male,Medium,Short,Not Sure,Not Sure,No,Healthy,140,078bf7e5a,3,Belgian Shepherd Malinois,Brown,Brown  ,Belgian Shepherd Malinois/Mixed Breed,Puppy,Low,"['input/images/078bf7e5a-1.jpg', 'input/images/078bf7e5a-2.jpg', 'input/images/078bf7e5a-3.jpg']"
Cat,Cheeky,5,Male,Small,Short,Yes,Yes,Yes,Healthy,1070,f66e4eecf,5,Bengal,Black,Black Brown ,Bengal,Kitten,High,"['input/images/f66e4eecf-1.jpg', 'input/images/f66e4eecf-2.jpg', 'input/images/f66e4eecf-3.jpg', 'input/images/f66e4eecf-4.jpg', 'input/images/f66e4eecf-5.jpg']"
Cat,Tigger,2,Male,Medium,Short,No,Yes,No,Healthy,50,b7af4869d,5,Tabby,Brown,Brown Golden Cream,Tabby,Kitten,Low,"['input/images/b7af4869d-1.jpg', 'input/images/b7af4869d-2.jpg', 'input/images/b7af4869d-3.jpg', 'input/images/b7af4869d-4.jpg', 'input/images/b7af4869d-5.jpg']"
Cat,Tory Girl,26,Female,Medium,Medium,No,Yes,No,Healthy,70,badeec277,2,Persian,Brown,Brown Cream ,Persian/Siamese,Adult,Low,"['input/images/badeec277-1.jpg', 'input/images/badeec277-2.jpg']"
Cat,Naomi,18,Female,Medium,Short,Yes,Yes,Yes,Healthy,270,8b34370aa,2,Domestic Short Hair,Gray,Gray  ,Domestic Short Hair,Adult,Medium,"['input/images/8b34370aa-1.jpg', 'input/images/8b34370aa-2.jpg']"
Cat,Lola,3,Female,Small,Medium,No,No,No,Healthy,110,c09e086c8,12,Domestic Medium Hair,Gray,Gray White ,Domestic Medium Hair,Kitten,Low,"['input/images/c09e086c8-1.jpg', 'input/images/c09e086c8-10.jpg', 'input/images/c09e086c8-11.jpg', 'input/images/c09e086c8-12.jpg', 'input/images/c09e086c8-2.jpg', 'input/images/c09e086c8-3.jpg', 'input/images/c09e086c8-4.jpg', 'input/images/c09e086c8-5.jpg', 'input/images/c09e086c8-6.jpg', 'input/images/c09e086c8-7.jpg', 'input/images/c09e086c8-8.jpg', 'input/images/c09e086c8-9.jpg']"
Dog,Crackers,3,Female,Medium,Short,No,No,No,Healthy,220,f52510492,1,Mixed Breed,White,White  ,Mixed Breed,Puppy,Medium,['input/images/f52510492-1.jpg']
Cat,April,12,Female,Medium,Short,Yes,Yes,Yes,Healthy,690,6f358dea9,5,Domestic Short Hair,Gray,Gray  ,Domestic Short Hair,Kitten,High,"['input/images/6f358dea9-1.jpg', 'input/images/6f358dea9-2.jpg', 'input/images/6f358dea9-3.jpg', 'input/images/6f358dea9-4.jpg', 'input/images/6f358dea9-5.jpg']"
Cat,Missy,24,Female,Medium,Short,No,Yes,Yes,Healthy,350,8e4a80297,4,Domestic Short Hair,Black,Black Brown Cream,Domestic Short Hair,Adult,Medium,"['input/images/8e4a80297-1.jpg', 'input/images/8e4a80297-2.jpg', 'input/images/8e4a80297-3.jpg', 'input/images/8e4a80297-4.jpg']"
Cat,Rabbit,48,Female,Medium,Short,Yes,Yes,Yes,Healthy,800,90fe2bf72,9,Domestic Short Hair,Black,Black Brown White,Domestic Short Hair/Tabby,Adult,High,"['input/images/90fe2bf72-1.jpg', 'input/images/90fe2bf72-2.jpg', 'input/images/90fe2bf72-3.jpg', 'input/images/90fe2bf72-4.jpg', 'input/images/90fe2bf72-5.jpg', 'input/images/90fe2bf72-6.jpg', 'input/images/90fe2bf72-7.jpg', 'input/images/90fe2bf72-8.jpg', 'input/images/90fe2bf72-9.jpg']"
Cat,Tom,2,Male,Small,Short,No,No,No,Healthy,490,8f49d2828,1,Domestic Short Hair,Gray,Gray White ,Domestic Short Hair,Kitten,Medium,['input/images/8f49d2828-1.jpg']
Cat,Fluffy,69,Male,Large,Long,Yes,Yes,Yes,Healthy,160,e1cc143c4,3,Persian,Black,Black Brown White,Persian/Maine Coon,Adult,Low,"['input/images/e1cc143c4-1.jpg', 'input/images/e1cc143c4-2.jpg', 'input/images/e1cc143c4-3.jpg']"
Dog,Kiki,7,Female,Large,Short,Not Sure,Not Sure,Yes,Healthy,160,41c61ed91,9,Doberman Pinscher,Black,Black Brown ,Doberman Pinscher/Mixed Breed,Puppy,Low,"['input/images/41c61ed91-1.jpg', 'input/images/41c61ed91-2.jpg', 'input/images/41c61ed91-3.jpg', 'input/images/41c61ed91-4.jpg', 'input/images/41c61ed91-5.jpg', 'input/images/41c61ed91-6.jpg', 'input/images/41c61ed91-7.jpg', 'input/images/41c61ed91-8.jpg', 'input/images/41c61ed91-9.jpg']"
Cat,Comot,2,Female,Small,Short,No,Yes,No,Healthy,130,ba77d1df1,1,Tortoiseshell,Black,Black Golden ,Tortoiseshell/Domestic Short Hair,Kitten,Low,['input/images/ba77d1df1-1.jpg']
Dog,Nettie,48,Female,Small,Medium,Yes,Yes,Yes,Healthy,200,68e6d1bd7,3,Silky Terrier,Gray,Gray  ,Silky Terrier,Adult,Low,"['input/images/68e6d1bd7-1.jpg', 'input/images/68e6d1bd7-2.jpg', 'input/images/68e6d1bd7-3.jpg']"
Dog,Baby,2,Male,Medium,Short,No,Yes,No,Healthy,290,6083e589b,2,Mixed Breed,Yellow,Yellow  ,Mixed Breed,Puppy,Medium,"['input/images/6083e589b-1.jpg', 'input/images/6083e589b-2.jpg']"
Cat,Maybeline,2,Female,Medium,Long,No,No,No,Healthy,380,ab3759aae,13,Domestic Long Hair,Brown,Brown Gray White,Domestic Long Hair/Tabby,Kitten,Medium,"['input/images/ab3759aae-1.jpg', 'input/images/ab3759aae-10.jpg', 'input/images/ab3759aae-11.jpg', 'input/images/ab3759aae-12.jpg', 'input/images/ab3759aae-13.jpg', 'input/images/ab3759aae-2.jpg', 'input/images/ab3759aae-3.jpg', 'input/images/ab3759aae-4.jpg', 'input/images/ab3759aae-5.jpg', 'input/images/ab3759aae-6.jpg', 'input/images/ab3759aae-7.jpg', 'input/images/ab3759aae-8.jpg', 'input/images/ab3759aae-9.jpg']"
Dog,Little Spot,24,Female,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,100,487531377,3,Silky Terrier,Black,Black Gray White,Silky Terrier,Adult,Low,"['input/images/487531377-1.jpg', 'input/images/487531377-2.jpg', 'input/images/487531377-3.jpg']"
Cat,Smokey,4,Male,Small,Medium,No,Yes,No,Healthy,100,14b3376eb,2,Domestic Medium Hair,Brown,Brown Cream ,Domestic Medium Hair,Kitten,Low,"['input/images/14b3376eb-1.jpg', 'input/images/14b3376eb-2.jpg']"
Cat,Milo,12,Male,Medium,Medium,Yes,Yes,Yes,Healthy,490,6fef6e555,4,Domestic Short Hair,Brown,Brown  ,Domestic Short Hair,Kitten,Medium,"['input/images/6fef6e555-1.jpg', 'input/images/6fef6e555-2.jpg', 'input/images/6fef6e555-3.jpg', 'input/images/6fef6e555-4.jpg']"
Cat,Darsh,6,Male,Small,Medium,Yes,Yes,Yes,Healthy,440,4059df1bf,3,Domestic Short Hair,White,White  ,Domestic Short Hair,Kitten,Medium,"['input/images/4059df1bf-1.jpg', 'input/images/4059df1bf-2.jpg', 'input/images/4059df1bf-3.jpg']"
Cat,Kelly,36,Female,Medium,Short,Yes,Yes,Yes,Healthy,530,ea4fe7ae2,4,Domestic Short Hair,Black,Black Yellow White,Domestic Short Hair/Calico,Adult,Medium,"['input/images/ea4fe7ae2-1.jpg', 'input/images/ea4fe7ae2-2.jpg', 'input/images/ea4fe7ae2-3.jpg', 'input/images/ea4fe7ae2-4.jpg']"
Cat,Petit Tom,7,Male,Medium,Medium,Yes,Yes,No,Healthy,1440,4d67e7fcf,2,Siamese,Black,Black White ,Siamese,Kitten,Premium,"['input/images/4d67e7fcf-1.jpg', 'input/images/4d67e7fcf-2.jpg']"
Dog,ROMEO,36,Male,Large,Medium,Not Sure,Not Sure,Not Sure,Healthy,520,7c6cc4bba,1,German Shepherd Dog,Black,Black Golden White,German Shepherd Dog/Mixed Breed,Adult,Medium,['input/images/7c6cc4bba-1.jpg']
Cat,Princess,55,Female,Large,Medium,Yes,Yes,Yes,Healthy,280,c2bc9cfc3,5,Domestic Medium Hair,Brown,Brown Gray White,Domestic Medium Hair,Adult,Medium,"['input/images/c2bc9cfc3-1.jpg', 'input/images/c2bc9cfc3-2.jpg', 'input/images/c2bc9cfc3-3.jpg', 'input/images/c2bc9cfc3-4.jpg', 'input/images/c2bc9cfc3-5.jpg']"
Dog,Scott,72,Male,Small,Medium,Yes,Yes,Yes,Healthy,240,f8e0a06ca,4,Shih Tzu,Brown,Brown Cream ,Shih Tzu,Adult,Medium,"['input/images/f8e0a06ca-1.jpg', 'input/images/f8e0a06ca-2.jpg', 'input/images/f8e0a06ca-3.jpg', 'input/images/f8e0a06ca-4.jpg']"
Cat,Dexter,2,Male,Small,Medium,No,Yes,No,Healthy,300,fab063ed4,7,Domestic Long Hair,Gray,Gray White ,Domestic Long Hair/Domestic Medium Hair,Kitten,Medium,"['input/images/fab063ed4-1.jpg', 'input/images/fab063ed4-2.jpg', 'input/images/fab063ed4-3.jpg', 'input/images/fab063ed4-4.jpg', 'input/images/fab063ed4-5.jpg', 'input/images/fab063ed4-6.jpg', 'input/images/fab063ed4-7.jpg']"
Cat,Baby Belang,5,Female,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,320,de884d234,4,Domestic Short Hair,Brown,Brown  ,Domestic Short Hair,Kitten,Medium,"['input/images/de884d234-1.jpg', 'input/images/de884d234-2.jpg', 'input/images/de884d234-3.jpg', 'input/images/de884d234-4.jpg']"
Dog,ShihTzu,72,Female,Small,Long,Yes,Yes,Yes,Healthy,190,87a37261b,9,Shih Tzu,Black,Black White ,Shih Tzu/Maltese,Adult,Low,"['input/images/87a37261b-1.jpg', 'input/images/87a37261b-2.jpg', 'input/images/87a37261b-3.jpg', 'input/images/87a37261b-4.jpg', 'input/images/87a37261b-5.jpg', 'input/images/87a37261b-6.jpg', 'input/images/87a37261b-7.jpg', 'input/images/87a37261b-8.jpg', 'input/images/87a37261b-9.jpg']"
Dog,Kangar,2,Male,Large,Short,Yes,Yes,No,Healthy,210,a04a67a2e,5,Belgian Shepherd Malinois,Black,Black Brown ,Belgian Shepherd Malinois/Mixed Breed,Puppy,Medium,"['input/images/a04a67a2e-1.jpg', 'input/images/a04a67a2e-2.jpg', 'input/images/a04a67a2e-3.jpg', 'input/images/a04a67a2e-4.jpg', 'input/images/a04a67a2e-5.jpg']"
Cat,Monkey,5,Female,Small,Short,Yes,Yes,Yes,Healthy,210,6c8613e80,3,Burmese,Black,Black Cream ,Burmese,Kitten,Medium,"['input/images/6c8613e80-1.jpg', 'input/images/6c8613e80-2.jpg', 'input/images/6c8613e80-3.jpg']"
Dog,Lucky,2,Male,Large,Short,Yes,Yes,No,Healthy,90,e72120027,5,Mixed Breed,Black,Black Brown ,Mixed Breed,Puppy,Low,"['input/images/e72120027-1.jpg', 'input/images/e72120027-2.jpg', 'input/images/e72120027-3.jpg', 'input/images/e72120027-4.jpg', 'input/images/e72120027-5.jpg']"
Cat,Tiger,1,Male,Medium,Short,No,Yes,No,Healthy,140,449290a8b,3,Tabby,Black,Black White ,Tabby,Kitten,Low,"['input/images/449290a8b-1.jpg', 'input/images/449290a8b-2.jpg', 'input/images/449290a8b-3.jpg']"
Dog,Blu,2,Male,Medium,Medium,Yes,Yes,Not Sure,Healthy,80,ca3dbbaa3,1,Mixed Breed,Black,Black  ,Mixed Breed,Puppy,Low,['input/images/ca3dbbaa3-1.jpg']
Cat,Spot,2,Male,Small,Short,No,Yes,No,Healthy,430,28dc83755,1,Domestic Short Hair,Yellow,Yellow  ,Domestic Short Hair,Kitten,Medium,['input/images/28dc83755-1.jpg']
Dog,Princess,4,Female,Medium,Short,Yes,Yes,No,Healthy,150,598f1fdae,5,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,"['input/images/598f1fdae-1.jpg', 'input/images/598f1fdae-2.jpg', 'input/images/598f1fdae-3.jpg', 'input/images/598f1fdae-4.jpg', 'input/images/598f1fdae-5.jpg']"
Dog,Luara,3,Female,Medium,Short,No,No,No,Healthy,240,5fe2e44a2,1,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Medium,['input/images/5fe2e44a2-1.jpg']
Dog,Unknown,2,Female,Medium,Medium,No,No,No,Healthy,270,547c7bf41,4,Mixed Breed,White,White  ,Mixed Breed,Puppy,Medium,"['input/images/547c7bf41-1.jpg', 'input/images/547c7bf41-2.jpg', 'input/images/547c7bf41-3.jpg', 'input/images/547c7bf41-4.jpg']"
Cat,Calie,5,Female,Large,Long,No,No,No,Healthy,680,61c1f3481,5,Domestic Long Hair,Yellow,Yellow  ,Domestic Long Hair/Domestic Medium Hair,Kitten,High,"['input/images/61c1f3481-1.jpg', 'input/images/61c1f3481-2.jpg', 'input/images/61c1f3481-3.jpg', 'input/images/61c1f3481-4.jpg', 'input/images/61c1f3481-5.jpg']"
Dog,Bibi,3,Female,Medium,Medium,Yes,Yes,No,Healthy,160,6bf6880bd,1,Mixed Breed,Black,Black Brown White,Mixed Breed,Puppy,Low,['input/images/6bf6880bd-1.jpg']
Cat,HORLICK,10,Male,Medium,Short,Yes,Yes,Yes,Healthy,210,063d8c58b,16,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,"['input/images/063d8c58b-1.jpg', 'input/images/063d8c58b-10.jpg', 'input/images/063d8c58b-11.jpg', 'input/images/063d8c58b-12.jpg', 'input/images/063d8c58b-13.jpg', 'input/images/063d8c58b-14.jpg', 'input/images/063d8c58b-15.jpg', 'input/images/063d8c58b-16.jpg', 'input/images/063d8c58b-2.jpg', 'input/images/063d8c58b-3.jpg', 'input/images/063d8c58b-4.jpg', 'input/images/063d8c58b-5.jpg', 'input/images/063d8c58b-6.jpg', 'input/images/063d8c58b-7.jpg', 'input/images/063d8c58b-8.jpg', 'input/images/063d8c58b-9.jpg']"
Cat,Tommy,10,Male,Medium,Short,Yes,Yes,No,Healthy,120,06b533b04,2,American Shorthair,Black,Black Gray White,American Shorthair,Kitten,Low,"['input/images/06b533b04-1.jpg', 'input/images/06b533b04-2.jpg']"
Cat,Bee Wee,12,Male,Medium,Medium,Yes,Yes,No,Healthy,230,443682c9f,3,Tuxedo,Black,Black White ,Tuxedo,Kitten,Medium,"['input/images/443682c9f-1.jpg', 'input/images/443682c9f-2.jpg', 'input/images/443682c9f-3.jpg']"
Cat,Lily,6,Female,Medium,Short,No,Yes,No,Healthy,640,f9b28d664,2,Domestic Short Hair,Black,Black Brown White,Domestic Short Hair,Kitten,High,"['input/images/f9b28d664-1.jpg', 'input/images/f9b28d664-2.jpg']"
Cat,Little Miss,2,Female,Small,Short,No,Yes,No,Healthy,410,c73c8b6d1,1,Domestic Short Hair,Black,Black Brown Golden,Domestic Short Hair,Kitten,Medium,['input/images/c73c8b6d1-1.jpg']
Dog,Miki,2,Female,Medium,Short,No,Yes,No,Minor Injury,190,c026becc2,1,Mixed Breed,Black,Black  ,Mixed Breed,Puppy,Low,['input/images/c026becc2-1.jpg']
Cat,Doremi,3,Female,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,100,96ad633d6,3,Tabby,Brown,Brown White ,Tabby,Kitten,Low,"['input/images/96ad633d6-1.jpg', 'input/images/96ad633d6-2.jpg', 'input/images/96ad633d6-3.jpg']"
Cat,Liam,2,Male,Small,Short,No,No,No,Healthy,220,7d3448f9e,1,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,Medium,['input/images/7d3448f9e-1.jpg']
Cat,Lucas,11,Male,Medium,Short,Yes,Yes,Yes,Healthy,710,dc2ae1787,2,Domestic Short Hair,Yellow,Yellow  ,Domestic Short Hair,Kitten,High,"['input/images/dc2ae1787-1.jpg', 'input/images/dc2ae1787-2.jpg']"
Cat,Hamiedha,3,Female,Medium,Short,No,No,No,Healthy,580,81a1cb1b2,2,Domestic Short Hair,Golden,Golden White ,Domestic Short Hair,Kitten,Medium,"['input/images/81a1cb1b2-1.jpg', 'input/images/81a1cb1b2-2.jpg']"
Cat,Eva,8,Female,Medium,Short,No,Yes,No,Healthy,510,b3ae374f7,5,Domestic Short Hair,Black,Black Golden White,Domestic Short Hair,Kitten,Medium,"['input/images/b3ae374f7-1.jpg', 'input/images/b3ae374f7-2.jpg', 'input/images/b3ae374f7-3.jpg', 'input/images/b3ae374f7-4.jpg', 'input/images/b3ae374f7-5.jpg']"
Dog,Unknown,9,Female,Medium,Medium,Yes,Yes,No,Healthy,220,5a3599411,3,Retriever,Brown,Brown White ,Retriever/Mixed Breed,Puppy,Medium,"['input/images/5a3599411-1.jpg', 'input/images/5a3599411-2.jpg', 'input/images/5a3599411-3.jpg']"
